song_id,title,duration_sec,genre,album_id
161,And for fall,145,R&B,234
162,Half develop nice,304,Rock,210
163,Decade wall community,159,Pop,241
164,Pressure rate fly not,206,R&B,355
165,Look appear,286,Pop,169
166,Series free,339,R&B,195
167,Road debate,280,EDM,389
168,Similar treat,343,R&B,19
169,Detail pay challenge,137,Rock,324
170,Good,355,Jazz,117
171,Eat avoid alone,143,Hip-Hop,51
172,Such specific against,282,EDM,52
173,Take road,162,EDM,154
174,Ago again,131,Jazz,29
175,Difficult you involve,211,Jazz,221
176,Black carry rate,182,R&B,211
177,Whether church,294,Classical,93
178,Play,164,Pop,313
179,A,278,EDM,124
180,Institution there some,353,R&B,74
181,Deal close eye day,238,EDM,131
182,Chair however they,185,EDM,5
183,Range Mrs,350,Jazz,347
184,Poor trial play,160,Pop,227
185,Miss anything,270,Jazz,328
186,Operation audience,296,Jazz,234
187,Authority ok,170,Hip-Hop,248
188,By business five sometimes,180,Hip-Hop,293
189,Argue lead research,267,Jazz,359
190,Many simply expect card,125,Classical,338
191,Again money,190,Pop,290
192,Election beat,319,EDM,26
193,House police,310,Hip-Hop,147
194,Response front,324,Rock,311
195,Gas both,176,EDM,98
196,Everyone fight,184,EDM,387
197,Now natural lay,316,EDM,349
198,Method cup,280,Pop,322
199,Meeting,130,Jazz,226
200,Meeting,268,Jazz,375
201,Yes guy,143,Jazz,168
202,Situation realize,226,Rock,103
203,School large,321,R&B,188
204,Happen religious,248,Jazz,85
205,Toward accept bank continue,353,Classical,247
206,Kid able attorney,311,Classical,174
207,About a,239,Pop,73
208,Without main suffer,177,Classical,347
209,Remember nor member,292,Hip-Hop,286
210,Face,143,Classical,203
211,Successful other,187,R&B,64
212,Whether when,214,EDM,384
213,Reason specific half,187,R&B,196
214,Modern others,360,Jazz,56
215,Environment grow wait,179,Hip-Hop,13
216,Answer education thank,346,R&B,168
217,Deal cultural,176,EDM,33
218,Score money,330,Hip-Hop,359
219,Specific Republican,286,Hip-Hop,60
220,Himself exist organization,131,Pop,156
221,Seven chair,149,Pop,121
222,Less base,154,Hip-Hop,233
223,Role available,291,EDM,357
224,Enter stuff,227,R&B,381
225,Near free,159,Hip-Hop,336
226,Almost tend whom protect,333,Hip-Hop,316
227,Necessary medical,360,Jazz,17
228,Professional family especially,214,Rock,228
229,Minute single own,180,Classical,186
230,Fire enough other,295,Jazz,279
231,Truth place,211,Pop,204
232,Body dinner cover,168,Pop,233
233,Beyond service,289,Rock,329
234,Somebody ok dark,272,Pop,26
235,Western personal,182,Rock,290
236,Throughout learn,137,Classical,392
237,Again language,173,R&B,111
238,Wind finally,204,Classical,76
239,Fine,120,Jazz,75
240,Manage mother answer,258,Jazz,90
241,Political environmental,289,Classical,14
242,Lay minute,123,Jazz,122
243,Effort else fly,202,Pop,90
244,Necessary nor call plant,133,Rock,380
245,Film appear,254,Pop,382
246,Dream his book,241,Hip-Hop,399
247,Author early commercial,251,R&B,56
248,Despite real,248,Rock,315
249,Goal low they,306,Classical,338
250,Note view,197,Hip-Hop,330
251,Item themselves project,135,Hip-Hop,206
252,More because,295,Pop,252
253,Security remember young glass,352,Hip-Hop,38
254,Close everybody conference name,202,R&B,76
255,Mission too,152,Jazz,320
256,Floor,269,R&B,365
257,Staff two,217,R&B,272
258,Entire anyone movie race,236,R&B,310
259,Travel politics even,145,Classical,360
260,Discuss gas friend,338,EDM,334
261,Range,261,EDM,111
262,Memory fly available,235,Rock,212
263,Cut safe,331,Hip-Hop,205
264,Right public,306,Pop,161
265,Safe foreign,200,EDM,131
266,Woman religious,159,EDM,243
267,Fight power third cause,143,Classical,44
268,Partner,230,Pop,382
269,Magazine create,215,Classical,67
270,Perhaps a,135,R&B,288
271,Next operation,204,EDM,63
272,Left power,210,Classical,341
273,Education part,228,Classical,370
274,Drive old,193,R&B,160
275,Believe,146,R&B,260
276,Citizen group offer mention,159,EDM,247
277,Theory believe rest,336,Pop,180
278,Attorney lawyer,214,Pop,391
279,Which say,266,Rock,220
280,Book throughout star,316,Classical,319
281,Person center simply,292,EDM,286
282,Eye son,275,EDM,356
283,Make movement,127,Rock,140
284,Action develop strong,315,Jazz,174
285,Situation,121,Rock,74
286,Add sort politics,288,Hip-Hop,36
287,But may town,309,EDM,16
288,Life create,311,R&B,111
289,Me wife together,227,Hip-Hop,175
290,Investment money fund,214,Jazz,370
291,House,318,R&B,306
292,Trip thus low trade,346,Pop,80
293,Send,313,R&B,26
294,Camera suggest,140,Jazz,227
295,Fill difference,228,Hip-Hop,311
296,Available dinner,226,Jazz,111
297,One maintain,251,Pop,177
298,Physical hair,148,Jazz,348
299,Professional rule,271,Hip-Hop,270
300,Focus wide,198,Pop,113
301,Sense various,273,Pop,4
302,Outside,197,Rock,393
303,Shake although finish,315,Jazz,149
304,Exist,150,Pop,255
305,Southern thought agreement,230,Rock,67
306,Decision performance major,256,EDM,118
307,From as nation,263,Classical,343
308,Brother lay floor,138,Hip-Hop,380
309,Meet consumer,231,Pop,236
310,Now data significant,340,Jazz,295
311,City administration language,266,Hip-Hop,364
312,Single American education,226,Jazz,59
313,Red this over,125,Jazz,88
314,Social material,237,Classical,354
315,Order interview,142,Hip-Hop,55
316,Dog,231,R&B,206
317,Between physical,140,Hip-Hop,159
318,He two hear,206,Rock,171
319,Success unit thousand,163,Pop,262
320,Early wear activity southern,149,R&B,262
321,Weight give,351,Classical,179
322,Mention hour join,306,Classical,331
323,Again according he,180,Pop,75
324,Sure magazine,170,Rock,309
325,Process,314,Classical,336
326,Sense one company everybody,165,Classical,322
327,Treat seem,238,Classical,289
328,Institution city,268,Hip-Hop,349
329,Few leg,284,EDM,320
330,Pay true eight,341,EDM,162
331,Concern crime,232,Pop,241
332,Determine major,281,Jazz,141
333,Serve strong bit,134,Jazz,260
334,Debate already,199,Hip-Hop,232
335,Morning join ever,134,Jazz,147
336,Resource help very protect,285,Classical,47
337,Especially day,272,R&B,197
338,Majority all his,268,R&B,379
339,Material physical,235,Classical,293
340,Far religious modern,168,Jazz,310
341,Compare,248,Rock,32
342,Despite color item,146,Classical,176
343,Election town before,141,R&B,331
344,Situation yard,130,Rock,363
345,Throughout forget,232,R&B,268
346,Impact worry,160,Jazz,191
347,Theory reflect,219,Hip-Hop,397
348,Address large their,293,R&B,27
349,Could right participant,285,Jazz,34
350,Couple ever,144,R&B,348
351,Democrat entire at,192,Jazz,371
352,Child firm,352,R&B,77
353,Discussion price attorney,140,R&B,340
354,Hold speak,354,Jazz,159
355,Pattern three catch,298,EDM,201
356,Game carry seven,272,EDM,44
357,When tend teacher,263,Hip-Hop,330
358,Add room,328,Rock,344
359,Car somebody,332,EDM,351
360,Sort control happen,143,EDM,344
361,Tax behind now,250,Jazz,10
362,Ball rich,199,Rock,110
363,Agency present,316,Hip-Hop,99
364,Herself door under,155,Rock,40
365,Oil never,336,Classical,52
366,Teacher almost,317,R&B,379
367,Region look subject really,129,EDM,173
368,Same work claim Mr,278,Rock,306
369,Maintain animal success,159,Rock,93
370,Stock article consider,317,R&B,85
371,At turn subject,232,Pop,211
372,Natural grow arrive,293,EDM,122
373,Across sea keep factor,276,Jazz,386
374,Institution guy surface,320,Hip-Hop,120
375,Protect environment,181,Jazz,241
376,Pull feeling sound,214,EDM,293
377,Writer kind particular,238,Classical,145
378,Outside apply choice her,217,R&B,271
379,Represent world,161,Classical,103
380,Describe free physical for,155,Classical,129
381,Cover agency state,284,Hip-Hop,191
382,Example forward,359,Pop,365
383,Summer see,337,Pop,146
384,Best wonder magazine,315,Rock,140
385,That anyone fill,351,R&B,76
386,Foreign traditional discussion,143,Rock,231
387,Move watch system,358,Pop,213
388,Sister assume represent,221,R&B,192
389,Result,218,Pop,192
390,State,127,Jazz,51
391,Cultural represent arm,286,Jazz,75
392,Agree four,129,Jazz,242
393,Speech keep fall,332,Rock,389
394,Bed Mrs information,240,Hip-Hop,316
395,Game,351,Pop,10
396,Day education,175,Classical,77
397,Full beat culture,360,EDM,312
398,Small outside,228,Pop,398
399,Size stuff carry,180,Jazz,63
400,Decide leave culture,181,Hip-Hop,328
401,Public important,237,Pop,57
402,Similar style order,272,R&B,9
403,Meet second,251,R&B,124
404,Loss occur north,156,Jazz,220
405,Gas management,277,Jazz,124
406,Official prove particular,226,Rock,341
407,Tough both source,141,R&B,185
408,Evidence discuss,254,R&B,260
409,While miss,261,Pop,200
410,Avoid gas present,131,EDM,199
411,Why,184,EDM,9
412,Listen give positive,321,Pop,177
413,Song order million,307,EDM,322
414,Specific speak,317,R&B,377
415,Another speech cell,205,Rock,23
416,Least statement,259,Jazz,330
417,Able relate,332,Classical,351
418,Clear hair,298,Hip-Hop,324
419,Main third,327,Rock,33
420,Along do play,318,Hip-Hop,19
421,Help Republican,171,Pop,103
422,Analysis,200,Jazz,264
423,Relationship kitchen,328,R&B,243
424,Throw few the break,129,Classical,332
425,Paper develop,193,Jazz,400
426,Perhaps happy,341,EDM,170
427,Admit,151,Classical,189
428,Item fear,347,Hip-Hop,381
429,Ahead apply should,349,Hip-Hop,174
430,Ball most woman,247,EDM,255
431,Treat world,356,Classical,266
432,She for,325,Pop,373
433,Commercial,140,Hip-Hop,309
434,Base school himself over,259,Jazz,165
435,Rich officer standard,140,Jazz,339
436,Drive mean,198,Hip-Hop,309
437,Home pressure remain,229,Rock,354
438,Production direction,209,Hip-Hop,22
439,Base owner,342,Jazz,315
440,Without unit,190,EDM,30
441,Effort billion I industry,291,EDM,208
442,Conference spring skin,251,Classical,384
443,Mother southern,160,Pop,74
444,Bar artist,293,Classical,225
445,Employee represent,152,Pop,121
446,Beautiful professor answer,285,Jazz,186
447,Attention me environmental,265,Pop,310
448,Whose Congress leave,293,Hip-Hop,190
449,Where service,233,Classical,40
450,Half art cell,155,R&B,188
451,Theory specific society attack,200,EDM,143
452,Social he reason particularly,149,Pop,377
453,Your happy,247,R&B,199
454,Sort adult,150,Jazz,397
455,Tonight down explain,300,Hip-Hop,110
456,Important small,193,EDM,252
457,Recent whether right,151,Rock,38
458,Certainly stand big,164,EDM,228
459,Themselves true,327,EDM,164
460,Tree more raise,208,EDM,34
461,Before believe,258,Jazz,154
462,Low often star,302,EDM,359
463,Machine red gas,164,Classical,186
464,Such sure cost,177,Pop,103
465,Former open,180,Classical,253
466,Front actually around church,212,R&B,294
467,True better,239,Classical,283
468,Glass charge people,276,Pop,34
469,Anyone budget manage,221,EDM,369
470,Imagine through green born,254,Hip-Hop,394
471,System challenge piece,330,R&B,38
472,Politics send,201,EDM,38
473,Eye huge,239,EDM,265
474,Represent argue nation money,152,Classical,400
475,One several woman chair,283,R&B,94
476,Focus rule kid,153,Hip-Hop,258
477,Fine eight,332,Pop,266
478,Letter amount do,197,Rock,83
479,Billion,359,EDM,116
480,Hotel become,360,R&B,146
481,Group conference modern,184,Rock,326
482,Role skin,190,Rock,321
483,Industry article,277,R&B,48
484,Ever off,284,Rock,304
485,Skill,159,Rock,338
486,Relate particular,304,R&B,173
487,Decide study a,130,Classical,15
488,Follow or,131,EDM,395
489,Catch daughter sense,187,EDM,108
490,Pull federal,266,Hip-Hop,317
491,Occur among,127,Hip-Hop,322
492,Hospital white tree,194,EDM,155
493,Heart card TV,182,Classical,351
494,Else want remember,196,Hip-Hop,38
495,Green,135,Rock,226
496,Blood create,243,Hip-Hop,105
497,Miss truth,275,Rock,161
498,Live type conference,201,EDM,177
499,Risk your,153,Classical,190
500,Series second,263,Pop,164
501,Fish might,239,Pop,137
502,President subject issue,183,Rock,50
503,Property art,194,Hip-Hop,316
504,Character organization change,183,Classical,82
505,Day,359,R&B,370
506,Color onto fine,168,Classical,82
507,Significant yard least,251,Hip-Hop,256
508,Exactly situation cup,247,Pop,47
509,Lead particular people,249,Hip-Hop,124
510,Her probably,269,Jazz,25
511,Almost image face price,192,Hip-Hop,306
512,Side provide,292,Hip-Hop,147
513,Allow employee,122,Classical,56
514,Hear dream,154,Jazz,373
515,Blood real then,315,Hip-Hop,188
516,Field yes star step,222,Pop,292
517,Trade because,169,Jazz,284
518,Far strategy if,138,Hip-Hop,259
519,Mention decide minute,315,R&B,144
520,Station enjoy entire,294,R&B,61
521,Dark off,144,Hip-Hop,192
522,Society everybody meet,262,Jazz,387
523,Leave challenge meeting,170,R&B,261
524,Everything fall the,248,Pop,24
525,Well two,155,EDM,171
526,Late cut,252,Hip-Hop,77
527,Magazine artist,348,R&B,72
528,Will with computer baby,358,R&B,164
529,Look color,220,R&B,379
530,Before whose article,271,Jazz,260
531,Interesting if,256,Hip-Hop,363
532,Box letter west,196,Hip-Hop,9
533,Federal building,204,EDM,57
534,Section through other,269,Jazz,372
535,Poor great analysis,281,Pop,306
536,Bar public will,187,EDM,398
537,Poor,267,Rock,370
538,Age education,269,Hip-Hop,88
539,Save movie capital,281,EDM,318
540,Soon down less,335,Hip-Hop,76
541,Beyond,182,Pop,294
542,Figure by,148,Rock,10
543,Bag cold,200,Hip-Hop,78
544,Who sort,296,Rock,211
545,Involve interesting,318,R&B,242
546,Debate still run action,306,Pop,362
547,Defense,252,Rock,288
548,Travel daughter,289,Hip-Hop,270
549,Eight form,200,Rock,236
550,Current thousand eight,207,R&B,182
551,Difference ability service man,317,Classical,370
552,Build,284,Classical,355
553,Top,276,Hip-Hop,99
554,Work customer policy,191,R&B,153
555,Since,196,Classical,148
556,Quality successful,173,EDM,361
557,Deal most,201,Hip-Hop,179
558,Shake important,359,Classical,370
559,Position lawyer,193,Pop,294
560,Those break,259,Hip-Hop,203
561,Better rather perform,317,Classical,75
562,Wrong message cup,130,Jazz,366
563,Word during magazine,208,Hip-Hop,336
564,Trial former,311,Hip-Hop,110
565,Decision add administration feel,331,R&B,139
566,Beyond near,298,Jazz,71
567,Son manage,277,EDM,301
568,Hit international instead,182,Pop,343
569,Road,177,EDM,120
570,Loss east forget including,145,Hip-Hop,170
571,Six work,240,Pop,349
572,Them its,155,Pop,282
573,Simply room,224,EDM,244
574,Including forward,286,Rock,388
575,Scientist which space,202,Jazz,331
576,Space can result,352,Classical,46
577,Hope,266,Rock,274
578,With,305,Classical,20
579,Trouble opportunity,226,Classical,91
580,Bed sort,334,Hip-Hop,254
581,Pull ten attention,359,EDM,149
582,Ball who,122,Jazz,291
583,Offer of hot,147,Jazz,146
584,Will sound,284,R&B,269
585,They increase,347,Rock,259
586,Present light,189,Rock,58
587,Instead parent land,161,EDM,235
588,Study community,185,EDM,96
589,Same discover,308,Jazz,152
590,Instead key room,292,Classical,99
591,Act last provide,276,Classical,328
592,Itself weight forward,331,Hip-Hop,264
593,Start life,142,Hip-Hop,343
594,Assume along glass,167,Rock,245
595,Good store,359,Rock,4
596,Old threat with,218,Rock,229
597,Have stand western,188,Jazz,155
598,With people,305,R&B,6
599,Message situation,287,Jazz,355
600,Reflect figure,135,EDM,61
601,Foreign require,198,Rock,208
602,Actually whatever any beautiful,248,EDM,395
603,Help view should,296,Pop,328
604,If fast fish,214,R&B,114
605,Wrong,154,Hip-Hop,79
606,Range leader,311,R&B,192
607,Total every,299,R&B,242
608,Where including,257,Classical,341
609,Heavy author,315,Rock,349
610,Describe address,272,Classical,42
611,Give wife power,234,R&B,361
612,Player wind perhaps,139,R&B,58
613,Lot actually,332,R&B,259
614,Matter hotel soldier,266,R&B,77
615,Recognize manage environment,203,Classical,267
616,Available nature,149,EDM,106
617,Huge sort,269,Hip-Hop,47
618,Skin,234,Classical,29
619,Difference program reduce,153,R&B,213
620,Example break today,264,Pop,287
621,Enter,292,Classical,158
622,Word reason safe,125,Hip-Hop,131
623,Lead weight,310,Rock,297
624,Offer consider player,131,Hip-Hop,177
625,Finally her me,136,R&B,31
626,House center,359,Hip-Hop,17
627,Kitchen call within,224,Rock,394
628,Beyond hot,316,EDM,374
629,Serve show,227,Jazz,196
630,Size fall meeting,342,Hip-Hop,193
631,Let hospital,294,EDM,277
632,Pick often,287,Classical,179
633,Garden compare treat,165,R&B,202
634,Ask structure voice,152,EDM,115
635,Report tell media,313,Pop,153
636,Push go bit,292,EDM,279
637,Increase recently feeling,256,Hip-Hop,118
638,Rise interview,237,Jazz,80
639,One drug,168,EDM,392
640,Hour high them,128,Classical,339
641,Movement whatever collection believe,277,Classical,9
642,Outside career,172,Pop,52
643,Produce between,128,Hip-Hop,307
644,Serious someone despite,300,Classical,25
645,Party computer,309,Pop,206
646,Real manager,179,R&B,112
647,Attack usually,341,Classical,29
648,Employee strategy,248,Jazz,120
649,Soon early hear,267,Jazz,296
650,Model economy early,317,EDM,165
651,Mention itself suffer,197,Rock,339
652,Article recognize,176,Hip-Hop,154
653,Member shoulder,135,R&B,303
654,Necessary bring watch,353,Rock,321
655,Young tell treatment mean,229,R&B,254
656,Certain carry,208,EDM,344
657,Democrat defense ago,321,R&B,164
658,Foot modern,226,Hip-Hop,77
659,Buy discover,216,Rock,387
660,Fill agree maybe herself,241,Rock,116
661,Against company,339,EDM,74
662,Less modern,354,Pop,288
663,Off glass finish,226,R&B,272
664,Vote short,219,Rock,131
665,Anything lay real,204,EDM,41
666,Increase enough thus,336,Jazz,48
667,Modern exist machine challenge,305,Classical,98
668,Common degree,188,Hip-Hop,345
669,White serve friend,274,Pop,38
670,Opportunity his major worry,325,Classical,301
671,Trip tax often,291,R&B,112
672,Area though floor,173,Classical,171
673,Grow phone body,352,Pop,109
674,Human statement buy,309,Pop,383
675,Something would entire,242,Rock,357
676,Mention answer how,300,Rock,204
677,Pass indeed matter,261,Jazz,398
678,Civil anything staff,217,Hip-Hop,274
679,Voice grow,211,Jazz,134
680,Why example,251,Hip-Hop,239
681,Century price,325,EDM,241
682,Cold yard television,334,Jazz,105
683,Cup college,200,Hip-Hop,24
684,Not first,341,Rock,380
685,Return marriage hit,124,Jazz,284
686,Conference treatment,268,EDM,214
687,Guess source week from,159,Rock,169
688,Laugh,217,R&B,126
689,Middle war,260,EDM,351
690,Sort year sit,185,Classical,251
691,Where ready free,284,EDM,252
692,Attorney very wrong,163,EDM,181
693,Nor,155,EDM,280
694,Cultural behavior tend,167,R&B,329
695,Situation material follow hand,254,Pop,39
696,Kind various discuss,132,Classical,4
697,Nothing word,155,Classical,323
698,Glass morning finally,137,EDM,78
699,System,175,R&B,234
700,Fall one personal,135,R&B,327
701,Behavior price right,359,R&B,248
702,Individual still house,244,Pop,4
703,Product,261,Hip-Hop,7
704,Produce maintain fly,255,EDM,141
705,Hit against exist,193,Pop,258
706,Nation management better,292,Hip-Hop,92
707,Stand together experience,355,Pop,269
708,Ten we,181,Rock,318
709,Thing will,184,Classical,182
710,Lawyer street,323,Hip-Hop,41
711,Blood set fall,223,Hip-Hop,290
712,Quite design accept marriage,298,Rock,154
713,Someone glass,331,Classical,42
714,Firm every cut,339,EDM,389
715,Find ten,143,Hip-Hop,195
716,Physical perform,261,Hip-Hop,29
717,Page charge dinner,122,EDM,88
718,According thing student,247,Classical,223
719,Agreement father quickly,320,Jazz,290
720,Organization hit hold,349,R&B,22
721,Total seek charge,174,Classical,355
722,Pretty tend,241,Jazz,24
723,Law this,295,Jazz,279
724,Bad officer,288,Pop,92
725,Here senior same,124,Rock,301
726,Kind senior consumer,312,Classical,365
727,Authority since read,357,Pop,154
728,Compare team,264,Rock,291
729,Social another,293,R&B,170
730,Card where,313,EDM,72
731,Strategy tax ready,305,Pop,257
732,High play party,208,Pop,51
733,Sometimes read,179,Classical,39
734,Seem much society,274,Classical,315
735,Low activity behavior,221,Classical,168
736,Eight specific sister,282,Jazz,231
737,Follow ok administration,178,Jazz,284
738,Travel white,230,Rock,349
739,Determine family ground,289,Hip-Hop,44
740,Staff writer into,278,Jazz,127
741,Really,138,Pop,138
742,Product piece,217,EDM,325
743,Hair tonight,309,Hip-Hop,163
744,Need pretty,147,Pop,3
745,Last until,233,Jazz,390
746,Assume lot yourself mission,146,Rock,45
747,Common again,230,Hip-Hop,286
748,Baby put,251,Hip-Hop,53
749,Civil story,142,Jazz,284
750,This worker themselves,272,R&B,167
751,Whatever heavy analysis,123,Jazz,212
752,But consumer election,319,Pop,372
753,Media yeah join,351,Rock,293
754,Although,163,EDM,195
755,Others certainly,155,Jazz,155
756,Rule church,246,Rock,33
757,Animal up decide,231,Jazz,216
758,Catch you thousand,243,Classical,40
759,Memory foreign,184,Rock,370
760,Coach drop chance hit,246,R&B,316
761,Economic nation language,237,Pop,70
762,Gun perhaps,121,Hip-Hop,171
763,Behind grow,217,Classical,169
764,Office despite security,205,Hip-Hop,334
765,Purpose month,154,Jazz,165
766,Level program,297,Rock,246
767,Represent mind,165,Hip-Hop,164
768,Collection compare who,308,EDM,325
769,Protect table,267,Classical,125
770,Hope front one,216,Jazz,202
771,Trouble chair huge,149,R&B,103
772,Debate,259,Rock,350
773,According life Republican,260,Pop,373
774,Our,301,Rock,225
775,No attention,332,EDM,36
776,Hotel successful career,292,Hip-Hop,72
777,West consumer,197,Rock,130
778,Suddenly,159,EDM,217
779,Treat even,138,Hip-Hop,307
780,Police film,269,Hip-Hop,274
781,Shoulder foreign,356,Classical,355
782,Out continue guess,259,Pop,185
783,Always whole,349,Classical,275
784,Fact for accept,283,Pop,56
785,Get us deal,183,EDM,341
786,Expert list raise,162,EDM,314
787,Wide investment early,264,EDM,347
788,Game how,222,Classical,170
789,Laugh necessary TV,147,Pop,51
790,Stop carry,176,R&B,383
791,Debate road,262,R&B,353
792,Feel boy,176,Hip-Hop,192
793,Eat heavy national,238,Classical,348
794,Direction job,296,R&B,78
795,Investment,126,Hip-Hop,54
796,Away stage,226,Pop,60
797,Various reveal above,156,Jazz,160
798,Cause voice material,236,Classical,106
799,Focus government discuss,243,Jazz,244
800,Hotel discussion,232,EDM,357
801,That indeed,201,Pop,154
802,Need wear,327,EDM,59
803,Participant news school,337,Jazz,332
804,Until rest dinner,293,Classical,85
805,Together cut majority,182,R&B,90
806,Pass notice yet guy,160,Jazz,287
807,Behind city toward,238,Rock,208
808,Score sound start,167,Rock,328
809,Wish citizen ok human,230,Hip-Hop,15
810,Store none,277,Rock,231
811,What,229,Hip-Hop,3
812,Might really,174,Rock,143
813,Catch station sell,300,Classical,33
814,Truth court far,146,Classical,275
815,Trouble else law,213,Jazz,101
816,Nice always machine check,149,Jazz,344
817,Team budget single,255,EDM,161
818,Name computer show read,219,R&B,201
819,Guy high only,149,Jazz,181
820,Yet pretty edge,278,Rock,345
